,CustomerID,FirstName,LastName,AddressLine1,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,BikeBuyer,AveMonthSpend,Age
3142,14501,Ruben,Prasad,249 Alexander Pl.,Beverly Hills,California,United States,90210,175-555-0159,1938-05-13,Graduate Degree,Management,M,M,1,2,0,4,150926,0,82,29385 days 16:06:03.046956000
3143,14502,Katelyn,Wright,1686 Terranova Drive,Metchosin,British Columbia,Canada,V9,397-555-0125,1938-09-11,Bachelors ,Management,F,M,1,2,0,5,108060,0,50,29264 days 16:06:03.046956000
3144,14503,Brianna,Alexander,6608 Calle Verde Dr.,Walla Walla,Washington,United States,99362,242-555-0137,1938-03-20,Bachelors ,Management,F,M,1,2,0,5,113705,0,53,29439 days 16:06:03.046956000
3145,14505,Alex,Edwards,4681 Mt. Whitney,Beverly Hills,California,United States,90210,155-555-0116,1938-05-25,Bachelors ,Management,M,M,1,4,3,3,151796,0,125,29373 days 16:06:03.046956000
3146,14506,Stacy,Suarez,7341 Mt. Washington Way,Beaverton,Oregon,United States,97005,161-555-0119,1940-05-20,Bachelors ,Management,F,M,0,2,0,5,107356,0,49,28647 days 16:06:03.046956000
3147,14507,Eric,Wright,6046 Flamingo Drive,Woodland Hills,California,United States,91364,260-555-0159,1940-09-01,Graduate Degree,Management,M,M,1,3,3,3,144761,0,121,28543 days 16:06:03.046956000
3148,14508,Madison,Hall,881 Brannan Pl.,Newport Beach,California,United States,92625,736-555-0191,1940-10-03,Graduate Degree,Management,F,M,1,3,3,3,129381,0,83,28511 days 16:06:03.046956000
3149,14509,Bridget,Deng,5967 Greystone Dr.,Beaverton,Oregon,United States,97005,907-555-0197,1968-03-02,Partial College,Skilled Manual,F,S,0,3,4,4,95712,1,88,18499 days 16:06:03.046956000
3150,14510,Samuel,Hernandez,8693 Balhan Dr.,Everett,Washington,United States,98201,106-555-0168,1968-02-18,Bachelors ,Management,M,S,1,2,0,2,116254,1,74,18512 days 16:06:03.046956000
3151,14511,Danielle,Rogers,4369 Change Circle,Issaquah,Washington,United States,98027,147-555-0143,1968-11-23,Bachelors ,Management,F,M,1,2,0,2,108124,0,54,18233 days 16:06:03.046956000
3152,14512,Christopher,Jones,5077 Bannock Ct.,Puyallup,Washington,United States,98371,852-555-0198,1968-09-06,Bachelors ,Management,M,M,1,3,0,3,125649,0,89,18311 days 16:06:03.046956000
3153,14514,Rachel,Jones,3358 Thornhill Place,Berkeley,California,United States,94704,462-555-0163,1979-09-11,Partial College,Skilled Manual,F,S,1,1,0,0,31000,1,35,14289 days 16:06:03.046956000
3154,14516,Tommy,Lal,2110 Elm St.,Malabar,New South Wales,Australia,2036,1 (11) 500 555-0125,1944-11-25,High School,Skilled Manual,M,S,1,3,0,5,18134,0,62,26997 days 16:06:03.046956000
3155,14517,Ebony,Rodriguez,416 Yosemite Circle,North Sydney,New South Wales,Australia,2055,1 (11) 500 555-0117,1944-07-21,High School,Skilled Manual,F,M,0,2,0,3,14880,0,34,27124 days 16:06:03.046956000
3156,14518,Ann,Mehta,9618 Fall Creek Road,Caloundra,Queensland,Australia,4551,1 (11) 500 555-0112,1947-11-08,High School,Skilled Manual,F,M,1,2,1,2,29563,0,48,25919 days 16:06:03.046956000
3157,14519,Denise,Rana,5935 Isabel,Beaverton,Oregon,United States,97005,295-555-0142,1978-11-19,Partial College,Skilled Manual,F,S,1,1,0,0,48618,0,42,14585 days 16:06:03.046956000
3158,14520,Bonnie,Xu,3981 Bell Drive,Bremerton,Washington,United States,98312,564-555-0124,1978-12-18,Partial College,Skilled Manual,F,S,0,1,0,0,47356,0,43,14556 days 16:06:03.046956000
3159,14521,Rodney,Romero,8055 Kiska Court,Hawthorne,Queensland,Australia,4171,1 (11) 500 555-0192,1947-10-11,High School,Skilled Manual,M,M,0,2,0,4,21190,0,57,25947 days 16:06:03.046956000
3160,14522,Omar,Zheng,8527 Rock Oak Road,Melton,Victoria,Australia,3337,1 (11) 500 555-0164,1947-08-20,High School,Skilled Manual,M,M,1,2,0,4,20352,0,59,25999 days 16:06:03.046956000
3161,14523,Lydia,Fernandez,4188 Lodge Dr.,Springwood,New South Wales,Australia,2777,1 (11) 500 555-0183,1947-11-26,Partial College,Clerical,F,M,0,2,0,2,38756,0,48,25901 days 16:06:03.046956000
3162,14524,Carla,Prasad,"99, avenue du Président-Kennedy",Morangis,Essonne,France,91420,1 (11) 500 555-0112,1978-05-19,Graduate Degree,Manual,F,M,1,0,0,0,36237,0,43,14769 days 16:06:03.046956000
3163,14525,Claudia,Sun,"110, boulevard Beau Marchais",Gateshead,England,United Kingdom,GA10,1 (11) 500 555-0194,1977-06-07,Graduate Degree,Manual,F,M,1,0,0,0,41051,0,50,15115 days 16:06:03.046956000
3164,14527,Kurt,Raji,Auf den Kuhlen Straße 765,Kassel,Hessen,Germany,34117,1 (11) 500 555-0144,1962-10-08,Graduate Degree,Manual,M,M,1,0,0,1,30673,0,68,20471 days 16:06:03.046956000
3165,14528,Casey,Ramos,Kulmer Straße 123,Mühlheim,Hamburg,Germany,63151,1 (11) 500 555-0118,1962-12-03,Graduate Degree,Manual,M,M,1,0,0,1,35029,1,65,20415 days 16:06:03.046956000
3166,14529,Kaitlin,Sai,9440 First Ave.,W. York,England,United Kingdom,BD1 4SJ,1 (11) 500 555-0182,1962-04-02,Graduate Degree,Clerical,F,S,1,0,0,1,46729,1,48,20660 days 16:06:03.046956000
3167,14531,Abigail,Garcia,1398 Morengo Court,Warrington,England,United Kingdom,WA1,1 (11) 500 555-0118,1962-01-21,Graduate Degree,Clerical,F,M,1,0,0,1,42644,0,51,20731 days 16:06:03.046956000
3168,14532,Barbara,Wu,"818, rue de Berri",Courbevoie,Hauts de Seine,France,92400,1 (11) 500 555-0150,1962-11-21,Graduate Degree,Clerical,F,M,1,0,0,1,31886,0,51,20427 days 16:06:03.046956000
3169,14533,Roberto,Alonso,3280 Oliveria Road,Berks,England,United Kingdom,SL4 1RH,1 (11) 500 555-0192,1961-10-12,Bachelors ,Manual,M,S,1,0,0,1,23191,0,63,20832 days 16:06:03.046956000
3170,14534,Abby,Rana,"2401, rue des Bouchers",Chatou,Yveline,France,78400,1 (11) 500 555-0147,1961-04-24,Bachelors ,Manual,F,S,1,0,0,1,20413,0,41,21003 days 16:06:03.046956000
3171,14535,Dustin,Anand,8827 Ward Court,High Wycombe,England,United Kingdom,HP10 9QY,1 (11) 500 555-0114,1961-05-16,Graduate Degree,Clerical,M,S,1,0,0,1,54146,1,62,20981 days 16:06:03.046956000
3172,14536,Krystal,Wu,"816, avenue des Champs-Elysées",Colomiers,Garonne (Haute),France,31770,1 (11) 500 555-0135,1961-07-02,Graduate Degree,Clerical,F,S,1,0,0,1,28593,0,42,20934 days 16:06:03.046956000
3173,14537,Clayton,Cai,Auf Der Steige 9000,Berlin,Nordrhein-Westfalen,Germany,14197,1 (11) 500 555-0127,1935-09-12,Graduate Degree,Clerical,M,M,1,0,0,1,50633,0,58,30359 days 16:06:03.046956000
3174,14538,Katherine,Brown,"22, quai Paul Doumer",Lille,Nord,France,59000,1 (11) 500 555-0146,1962-04-20,Graduate Degree,Clerical,F,S,1,0,0,4,62589,0,43,20642 days 16:06:03.046956000
3175,14539,Carrie,Alonso,"34, rue Philibert-Delorme",Paris,Seine (Paris),France,75008,1 (11) 500 555-0193,1962-12-20,Graduate Degree,Clerical,F,S,1,0,0,4,69097,1,53,20398 days 16:06:03.046956000
3176,14540,Randy,Lin,8848 Auburn,London,England,United Kingdom,W1Y 3RA,1 (11) 500 555-0138,1958-04-18,Bachelors ,Manual,M,M,1,0,0,1,35455,1,70,22105 days 16:06:03.046956000
3177,14541,Douglas,Kapoor,Hellweg 4754,Neunkirchen,Saarland,Germany,66578,1 (11) 500 555-0188,1958-05-17,Graduate Degree,Clerical,M,S,1,0,0,1,36064,0,64,22076 days 16:06:03.046956000
3178,14542,Alex,Ward,4402 Grant St.,Newcastle upon Tyne,England,United Kingdom,NT20,1 (11) 500 555-0117,1957-05-11,Bachelors ,Clerical,M,M,1,0,0,1,28439,0,66,22447 days 16:06:03.046956000
3179,14543,Heather,Lu,Dunckerstr 7255,München,Hessen,Germany,80074,1 (11) 500 555-0168,1957-08-11,Partial College,Manual,F,M,1,0,0,1,14818,0,39,22355 days 16:06:03.046956000
3180,14544,Darryl,West,"652, rue de Berri",Roubaix,Nord,France,59100,1 (11) 500 555-0157,1957-03-14,Partial College,Manual,M,S,1,0,0,1,24614,0,63,22505 days 16:06:03.046956000
3181,14545,Faith,Henderson,3532 Brookview Drive,Bury,England,United Kingdom,PE17,1 (11) 500 555-0156,1956-09-18,Partial College,Manual,F,M,1,0,0,2,17800,0,44,22682 days 16:06:03.046956000
3182,14546,Christina,Sanchez,5492 Hacienda Drive,Oxford,England,United Kingdom,OX1,1 (11) 500 555-0124,1956-03-10,Partial College,Manual,F,M,1,0,0,2,24516,0,51,22874 days 16:06:03.046956000
3183,14547,Noah,Thompson,9676 Hidden Lakes Court,Runcorn,England,United Kingdom,TY31,1 (11) 500 555-0186,1955-07-05,Partial College,Manual,M,M,1,0,0,2,33090,0,68,23123 days 16:06:03.046956000
3184,14548,Maria,Turner,"380, avenue de Malakoff",Dunkerque,Nord,France,59140,1 (11) 500 555-0187,1955-06-20,Partial College,Manual,F,M,1,0,0,2,12831,0,41,23138 days 16:06:03.046956000
3185,14549,Arturo,Goel,Zur Lindung 7,Berlin,Hessen,Germany,14129,1 (11) 500 555-0158,1955-11-27,Partial College,Manual,M,M,1,1,0,2,43354,0,68,22978 days 16:06:03.046956000
3186,14550,Kristy,Vazquez,"7111, avenue Foch",Colomiers,Garonne (Haute),France,31770,1 (11) 500 555-0192,1937-04-11,Bachelors ,Clerical,F,M,1,1,0,2,23937,0,35,29782 days 16:06:03.046956000
3188,14553,Leah,Ma,2233 California St.,Reading,England,United Kingdom,RG7 5H7,1 (11) 500 555-0161,1940-10-03,Bachelors ,Clerical,F,M,1,0,0,1,33782,0,40,28511 days 16:06:03.046956000
3189,14554,Isaac,Mitchell,6683 Brookside Drive,Stoke-on-Trent,England,United Kingdom,AS23,1 (11) 500 555-0169,1940-07-06,Bachelors ,Clerical,M,M,1,0,0,1,47145,0,63,28600 days 16:06:03.046956000
3190,14555,Jodi,Kumar,"66, rue Georges-Clémenceau",Croix,Nord,France,59170,1 (11) 500 555-0135,1942-11-14,Partial College,Manual,F,S,1,1,0,2,15751,0,39,27739 days 16:06:03.046956000
3191,14556,Rafael,He,"8881, rue Villedo",Drancy,Seine Saint Denis,France,93700,1 (11) 500 555-0110,1943-03-25,Partial College,Manual,M,M,1,1,0,3,14003,0,60,27608 days 16:06:03.046956000
3192,14558,Marcel,Truempy,8844 Bel Aire Drive,Yakima,Washington,United States,98901,656-555-0121,1970-11-12,Bachelors ,Skilled Manual,F,M,1,0,1,1,43395,1,55,17514 days 16:06:03.046956000
3193,14559,Ashley,Washington,5456 Old Oak Drive,Long Beach,California,United States,90802,202-555-0164,1970-09-21,Bachelors ,Skilled Manual,F,M,1,0,1,1,62425,0,56,17566 days 16:06:03.046956000
3194,14560,Kelvin,Huang,410 Cardinet Drive,Bellflower,California,United States,90706,711-555-0119,1970-10-02,Bachelors ,Skilled Manual,M,M,1,1,1,1,59142,0,91,17555 days 16:06:03.046956000
3196,14563,Fernando,Carter,515 Wiget Lane,Olympia,Washington,United States,98501,720-555-0149,1969-09-24,Bachelors ,Skilled Manual,M,M,1,1,1,1,49648,0,84,17928 days 16:06:03.046956000
3197,14564,Chloe,Bailey,9913 Mt. Whitney Way,San Diego,California,United States,92102,612-555-0181,1969-02-03,Bachelors ,Skilled Manual,F,M,1,1,1,1,48804,0,61,18161 days 16:06:03.046956000
3198,14565,Natalie,Hernandez,1885 Riverside Drive,National City,California,United States,91950,921-555-0171,1969-04-01,Bachelors ,Skilled Manual,F,S,1,0,2,2,48047,0,57,18104 days 16:06:03.046956000
3199,14566,Kaylee,Mitchell,4752 Willow Creek Ct.,Haney,British Columbia,Canada,V2W 1W2,693-555-0156,1971-10-04,Graduate Degree,Professional,F,M,1,0,0,1,97879,0,50,17188 days 16:06:03.046956000
3200,14567,Seth,Thomas,5291 Juliet Court,Shawnee,British Columbia,Canada,V9B 2C3,981-555-0117,1971-05-25,Graduate Degree,Professional,M,M,1,0,0,1,95892,0,82,17320 days 16:06:03.046956000
3201,14568,Priscilla,Kumar,6763 Northridge Drive,Beaverton,Oregon,United States,97005,129-555-0167,1971-03-13,Graduate Degree,Professional,F,S,1,0,0,1,97413,1,49,17393 days 16:06:03.046956000
3202,14569,Kristopher,Rodriguez,2290 Mt. Hood Circle,Bellingham,Washington,United States,98225,796-555-0162,1971-06-16,Graduate Degree,Professional,M,M,1,0,0,1,117646,0,83,17298 days 16:06:03.046956000
3203,14570,Hannah,Henderson,6064 Tosca Way,Yakima,Washington,United States,98901,671-555-0148,1971-04-22,Graduate Degree,Professional,F,M,1,0,0,1,88640,0,57,17353 days 16:06:03.046956000
3204,14572,Melanie,Foster,7933 Ashwood Dr,Lincoln Acres,California,United States,91950,266-555-0115,1971-04-16,Graduate Degree,Professional,F,M,1,0,0,3,91895,1,52,17359 days 16:06:03.046956000
3205,14573,Madison,Wood,9515 Henning Dr.,W. Linn,Oregon,United States,97068,627-555-0181,1969-02-05,Graduate Degree,Professional,F,M,1,0,0,1,104125,0,56,18159 days 16:06:03.046956000
3206,14574,Katherine,Powell,6024 Bluetail,Sooke,British Columbia,Canada,V0,855-555-0146,1969-03-18,Graduate Degree,Professional,F,S,1,0,0,1,87597,1,50,18118 days 16:06:03.046956000
3207,14575,Rachel,Lee,8831 Cloverleaf Circle,Redmond,Washington,United States,98052,182-555-0193,1969-05-11,Graduate Degree,Professional,F,M,1,0,0,1,94891,1,52,18064 days 16:06:03.046956000
3208,14576,Anna,Price,3884 Beauty Street,Renton,Washington,United States,98055,398-555-0123,1968-05-22,Bachelors ,Skilled Manual,F,S,0,0,2,2,76759,1,66,18418 days 16:06:03.046956000
3209,14578,Jonathan,Carter,2752 Northridge Road,Cliffside,British Columbia,Canada,V8Y 1L1,954-555-0115,1968-01-09,Bachelors ,Skilled Manual,M,M,1,0,2,2,92132,0,112,18552 days 16:06:03.046956000
3210,14580,Kyle,Diaz,6299 Elmonte Drive,Novato,California,United States,94947,948-555-0151,1967-03-17,Bachelors ,Professional,M,S,0,1,0,0,62671,1,70,18850 days 16:06:03.046956000
3211,14582,Marcus,Reed,538 Rahn Court,Victoria,British Columbia,Canada,V8V,210-555-0130,1970-02-03,Graduate Degree,Professional,M,M,1,0,0,1,111249,0,90,17796 days 16:06:03.046956000
3212,14583,Sydney,Morris,975 Harris Circle,Lake Oswego,Oregon,United States,97034,507-555-0112,1970-05-13,Graduate Degree,Professional,F,M,1,0,0,2,89167,0,58,17697 days 16:06:03.046956000
3213,14584,Gabrielle,Mitchell,1692 Collins Dr.,West Covina,California,United States,91791,575-555-0155,1970-10-07,Graduate Degree,Professional,F,S,1,0,0,2,115887,1,54,17550 days 16:06:03.046956000
3214,14585,Kimberly,Torres,9809 Baltic Sea Ct,Woodland Hills,California,United States,91364,233-555-0131,1970-04-23,Graduate Degree,Professional,F,M,1,0,0,2,107147,0,54,17717 days 16:06:03.046956000
3215,14586,Todd,Rowe,1908 San Jose Ave,Newton,British Columbia,Canada,V2M1S6,742-555-0195,1967-11-11,Bachelors ,Skilled Manual,F,S,1,1,2,2,74907,0,63,18611 days 16:06:03.046956000
3216,14587,Jade,Peterson,3249 Riverside Drive,Lebanon,Oregon,United States,97355,796-555-0139,1967-10-02,Bachelors ,Skilled Manual,F,S,1,1,2,2,41269,1,57,18651 days 16:06:03.046956000
3217,14588,Alexander,Taylor,4660 Glenside Court,Renton,Washington,United States,98055,386-555-0134,1967-07-22,Bachelors ,Skilled Manual,M,S,1,1,2,2,57475,0,92,18723 days 16:06:03.046956000
3218,14589,Mackenzie,Cook,8986 Wildewood Dr.,Redwood City,California,United States,94063,350-555-0175,1966-02-02,Bachelors ,Skilled Manual,F,S,0,0,3,3,65792,1,72,19258 days 16:06:03.046956000
3219,14591,Charles,Harris,4173 Wheel Ave.,Lemon Grove,California,United States,91945,913-555-0120,1966-04-08,Graduate Degree,Professional,M,S,1,0,0,0,119242,1,76,19193 days 16:06:03.046956000
3220,14592,Jessica,Thompson,4418 Lisa Lee Lane,Walla Walla,Washington,United States,99362,331-555-0142,1966-07-26,Graduate Degree,Professional,F,M,1,0,0,0,86972,0,50,19084 days 16:06:03.046956000
3221,14593,Jack,Washington,8355 Lighthouse Way,West Covina,California,United States,91791,862-555-0136,1966-01-13,Graduate Degree,Professional,M,M,1,0,0,0,116323,0,89,19278 days 16:06:03.046956000
3223,14596,Amber,Hill,1299 Carpetta Circle,Grossmont,California,United States,91941,320-555-0155,1966-11-14,Graduate Degree,Professional,F,M,1,0,0,4,94649,0,55,18973 days 16:06:03.046956000
3224,14597,Sean,Reed,9129 Shenandoah Dr.,Langford,British Columbia,Canada,V9,594-555-0175,1966-04-03,Graduate Degree,Professional,M,M,1,0,0,4,116437,1,88,19198 days 16:06:03.046956000
3225,14598,Miranda,Ross,1454 Colton Ln,Vancouver,British Columbia,Canada,V7L 4J4,128-555-0181,1969-08-21,Graduate Degree,Professional,F,M,1,0,0,5,93388,0,56,17962 days 16:06:03.046956000
3226,14599,Charles,Wilson,1050 Creed Ave,Lebanon,Oregon,United States,97355,377-555-0137,1969-03-27,Graduate Degree,Professional,M,M,1,0,0,5,111418,0,83,18109 days 16:06:03.046956000
3227,14601,Nicolas,Rai,7554 Grammercy Lane,Concord,California,United States,94519,691-555-0141,1969-10-10,Graduate Degree,Professional,M,M,1,0,0,2,150469,0,88,17912 days 16:06:03.046956000
3228,14602,Kaylee,Kelly,1277 Juniper Drive,West Covina,California,United States,91791,542-555-0129,1969-09-08,Graduate Degree,Professional,F,M,1,0,0,3,132760,0,59,17944 days 16:06:03.046956000
3229,14604,Nicholas,Rodriguez,6652 Deerwood Court,Victoria,British Columbia,Canada,V8V,367-555-0116,1965-10-02,Bachelors ,Skilled Manual,M,M,1,3,3,3,106947,1,129,19381 days 16:06:03.046956000
3230,14605,Allison,Brooks,9395 Aspect Dr,Royal Oak,British Columbia,Canada,V8X,993-555-0174,1965-09-25,Bachelors ,Skilled Manual,F,S,0,1,4,4,108243,1,83,19388 days 16:06:03.046956000
3231,14606,Amanda,Cooper,6196 Nottingham Place,Victoria,British Columbia,Canada,V8V,424-555-0137,1965-08-14,Bachelors ,Skilled Manual,F,S,0,2,4,4,107064,1,85,19430 days 16:06:03.046956000
3232,14607,Isaiah,Nelson,4166 Deercreek Ln.,Lake Oswego,Oregon,United States,97034,566-555-0155,1964-05-04,Bachelors ,Skilled Manual,M,M,1,2,4,4,68419,1,133,19897 days 16:06:03.046956000
3233,14608,Warren,Gao,8193 North 126th St,Bremerton,Washington,United States,98312,523-555-0163,1964-02-04,Bachelors ,Skilled Manual,M,M,1,3,4,4,54131,1,128,19987 days 16:06:03.046956000
3234,14609,Julia,Phillips,1288 Mt. Dias Blvd.,National City,California,United States,91950,102-555-0139,1964-07-06,Bachelors ,Skilled Manual,F,S,1,2,5,5,36674,1,75,19834 days 16:06:03.046956000
3235,14610,Lauren,Jenkins,6697 Ridge Park Drive,Everett,Washington,United States,98201,212-555-0186,1964-03-24,Bachelors ,Skilled Manual,F,S,1,3,5,5,60542,1,84,19938 days 16:06:03.046956000
3236,14611,Zoe,James,8623 Merry Circle,Vancouver,British Columbia,Canada,V7L 4J4,949-555-0130,1964-01-19,Bachelors ,Skilled Manual,F,S,1,2,2,4,50180,1,62,20003 days 16:06:03.046956000
3237,14612,Ernest,Zhang,3450 Oakleaf Ct.,Beverly Hills,California,United States,90210,429-555-0131,1963-07-20,Bachelors ,Professional,M,M,1,2,2,4,96266,1,108,20186 days 16:06:03.046956000
3238,14613,Glenn,Huang,1465 Dover Drive,Bremerton,Washington,United States,98312,739-555-0114,1963-08-09,Bachelors ,Professional,M,M,1,2,2,4,125131,1,123,20166 days 16:06:03.046956000
3239,14614,Dylan,Bryant,4645 Mehaffey Way,Colma,California,United States,94014,161-555-0181,1968-02-11,Bachelors ,Professional,M,S,0,1,0,0,94340,0,77,18519 days 16:06:03.046956000
3240,14616,Emma,Sandberg,1190 Hill Top Rd.,Concord,California,United States,94519,764-555-0138,1968-02-15,Bachelors ,Professional,F,S,1,1,0,0,88598,0,49,18515 days 16:06:03.046956000
3241,14617,Aaron,Flores,8225 Northridge Road,Edmonds,Washington,United States,98020,831-555-0184,1963-02-03,Bachelors ,Professional,M,S,0,1,0,0,90963,1,72,20353 days 16:06:03.046956000
3242,14618,Gabrielle,Baker,6804 Coggins Drive,Issaquah,Washington,United States,98027,411-555-0111,1963-09-09,Graduate Degree,Professional,F,M,1,0,2,3,96598,0,73,20135 days 16:06:03.046956000
3243,14619,Nathaniel,Sanders,1911 Pinecrest Dr.,Issaquah,Washington,United States,98027,891-555-0140,1963-02-26,Graduate Degree,Professional,M,M,1,0,2,3,123881,1,115,20330 days 16:06:03.046956000
3244,14620,Kayla,Patterson,4092 Mepham Dr.,Novato,California,United States,94947,845-555-0196,1963-04-22,Graduate Degree,Professional,F,M,1,0,2,3,82908,0,66,20275 days 16:06:03.046956000
3246,14622,Brandon,Patterson,3415 Oak Grove Road,Coronado,California,United States,92118,398-555-0193,1962-02-24,Partial College,Skilled Manual,M,M,1,1,0,1,82822,1,78,20697 days 16:06:03.046956000
3247,14623,Benjamin,Li,2212 Sagull Court,San Diego,California,United States,92102,118-555-0127,1962-10-06,Partial College,Skilled Manual,M,M,1,1,0,1,78497,1,83,20473 days 16:06:03.046956000
3248,14624,Anna,Thomas,6189 Kirkwood Ct.,Issaquah,Washington,United States,98027,323-555-0116,1962-05-10,Partial College,Skilled Manual,F,M,1,1,0,1,80090,0,56,20622 days 16:06:03.046956000
3249,14625,Benjamin,Simmons,5030 RaceCt,Marysville,Washington,United States,98270,394-555-0190,1962-03-10,Partial College,Skilled Manual,M,M,1,1,0,1,69811,0,76,20683 days 16:06:03.046956000
3250,14626,Jesse,Gray,6161 Teakwood Dr.,Langford,British Columbia,Canada,V9,992-555-0173,1961-05-24,High School,Skilled Manual,M,M,1,3,3,4,50476,1,114,20973 days 16:06:03.046956000
3251,14627,Isaiah,Hill,4159 Bayshore Rd.,San Carlos,California,United States,94070,401-555-0179,1961-11-16,Partial College,Skilled Manual,M,M,1,1,0,1,92384,1,81,20797 days 16:06:03.046956000
3252,14628,Carlos,Brooks,1490 Daylight Pl.,Lebanon,Oregon,United States,97355,434-555-0133,1961-04-23,Partial College,Skilled Manual,M,M,0,1,0,1,92749,0,77,21004 days 16:06:03.046956000
3253,14629,Blake,Hernandez,2423 Garland Drive,Burien,Washington,United States,98168,118-555-0124,1961-07-24,Partial College,Skilled Manual,M,M,1,1,0,1,86940,1,77,20912 days 16:06:03.046956000
3254,14630,Isaiah,James,6547 Lexington Road,Imperial Beach,California,United States,91932,168-555-0128,1961-08-07,Partial College,Skilled Manual,M,M,1,1,0,1,78243,1,82,20898 days 16:06:03.046956000
3255,14631,Logan,Flores,4396 Greystone Dr,Victoria,British Columbia,Canada,V8V,429-555-0159,1961-04-17,Partial College,Skilled Manual,M,M,1,1,0,1,72531,0,80,21010 days 16:06:03.046956000
3256,14632,Austin,Wang,283 Winterberry Ct,Westminster,British Columbia,Canada,V3L 1E7,224-555-0124,1961-03-15,Partial College,Skilled Manual,M,M,1,1,0,1,84724,0,86,21043 days 16:06:03.046956000
3257,14634,Amber,Baker,3814 Harvard Drive,W. Linn,Oregon,United States,97068,100-555-0138,1961-11-19,Partial College,Skilled Manual,F,M,1,1,0,1,91755,0,52,20794 days 16:06:03.046956000
3258,14635,Luke,Carter,7681 Fern Leaf Lane,Woodburn,Oregon,United States,97071,658-555-0133,1960-04-12,High School,Skilled Manual,M,M,1,2,2,4,40827,0,95,21380 days 16:06:03.046956000
3259,14636,Kelly,Powell,9464 Virginia Hills,Lake Oswego,Oregon,United States,97034,847-555-0135,1960-07-04,High School,Skilled Manual,F,M,1,2,2,4,44099,0,73,21297 days 16:06:03.046956000
3260,14637,Dustin,Nath,8920 Corte Poquito,Ballard,Washington,United States,98107,107-555-0110,1960-03-08,High School,Skilled Manual,M,M,0,3,2,4,54760,0,95,21415 days 16:06:03.046956000
3261,14638,Blake,Scott,4265 Boxwood Dr,Beaverton,Oregon,United States,97005,142-555-0139,1960-08-21,Bachelors ,Professional,M,S,0,1,0,0,68213,1,70,21249 days 16:06:03.046956000
3262,14639,Jeremiah,Howard,1839 Kelly,Downey,California,United States,90241,805-555-0126,1960-08-24,Partial College,Skilled Manual,M,M,1,1,0,1,84523,1,86,21246 days 16:06:03.046956000
3263,14640,Mackenzie,Adams,9639 Ida Drive,Langford,British Columbia,Canada,V9,235-555-0126,1967-09-04,Partial College,Skilled Manual,F,S,1,1,0,0,62158,0,54,18679 days 16:06:03.046956000
3264,14643,Eric,Simmons,9208 St. Germain Lane,Everett,Washington,United States,98201,175-555-0147,1967-01-15,Partial College,Skilled Manual,M,S,1,1,0,0,51892,0,67,18911 days 16:06:03.046956000
3265,14644,Jennifer,Lee,3869 Northwood Drive,Lebanon,Oregon,United States,97355,576-555-0167,1967-12-14,Partial College,Skilled Manual,F,S,0,1,0,0,56584,0,43,18578 days 16:06:03.046956000
3266,14645,Isaac,Kelly,7141 Second Ave.,Grossmont,California,United States,91941,789-555-0155,1967-02-21,Graduate Degree,Professional,M,S,0,1,0,0,105502,0,81,18874 days 16:06:03.046956000
3267,14646,Dylan,Garcia,3931 Scott Street,Mill Valley,California,United States,94941,847-555-0125,1967-01-07,Graduate Degree,Professional,M,S,0,1,0,0,102219,1,76,18919 days 16:06:03.046956000
3268,14647,Sean,Howard,7741 Thunderbird Dr.,Novato,California,United States,94947,223-555-0187,1967-06-11,Graduate Degree,Professional,M,M,0,1,0,0,107543,1,86,18764 days 16:06:03.046956000
3269,14648,Eric,Evans,456 Stanford Way,National City,California,United States,91950,751-555-0120,1928-06-24,Graduate Degree,Professional,M,S,1,0,0,5,139386,0,63,32995 days 16:06:03.046956000
3270,14650,Adam,Perry,3384 Malibu Place,Walla Walla,Washington,United States,99362,274-555-0149,1960-09-27,Partial College,Skilled Manual,M,M,1,1,0,1,96145,0,83,21212 days 16:06:03.046956000
3271,14651,Amber,Green,5951 Bourton Ct.,W. Linn,Oregon,United States,97068,487-555-0151,1960-05-14,Partial College,Skilled Manual,F,M,1,1,0,1,83404,0,54,21348 days 16:06:03.046956000
3272,14652,Russell,Luo,2874 Via Del Verdes,Beverly Hills,California,United States,90210,646-555-0172,1960-12-02,Partial College,Skilled Manual,M,M,1,1,0,1,76170,1,77,21146 days 16:06:03.046956000
3273,14653,Troy,Fernandez,5087 Bonita Ave.,Concord,California,United States,94519,499-555-0155,1959-01-07,Partial College,Skilled Manual,M,M,1,1,0,1,70529,1,72,21841 days 16:06:03.046956000
3274,14654,Kyle,Collins,9249 Norris Court,Marysville,Washington,United States,98270,485-555-0175,1959-08-14,Bachelors ,Professional,M,M,1,0,3,4,102334,1,125,21622 days 16:06:03.046956000
3275,14655,Kayla,Washington,8324 Rolling Hill Way,Westminster,British Columbia,Canada,V3L 1H4,110-555-0112,1959-01-28,Graduate Degree,Professional,F,M,1,3,5,5,108135,0,102,21820 days 16:06:03.046956000
3276,14656,Bryant,Fernandez,9610 Moccasin Ct,Bellingham,Washington,United States,98225,657-555-0139,1959-03-08,Graduate Degree,Professional,M,M,1,0,0,1,137561,1,87,21781 days 16:06:03.046956000
